Basis,Line,Product,,Rate,Yield,Uptime
Net Quantity Produced,Line 32,1019090,0.94,142927.6485950859,153273.20039423543,192910.39876616182
Net Quantity Produced,Line 32,1019090,0.95,142939.76640474456,154503.62426061736,192910.39876616182
Net Quantity Produced,Line 32,1019090,0.96,142954.677429994,155734.04812699935,192910.39876616182
Net Quantity Produced,Line 32,1019090,0.97,142983.55453319743,156964.47199338127,192910.39876616182
Net Quantity Produced,Line 32,1019090,0.98,143012.43163640087,158194.8958597632,192910.39876616182
Net Quantity Produced,Line 32,1019090,0.99,143041.30873960428,159425.31972614513,192910.39876616182
Net Quantity Produced,Line 32,1019090,1.0,143070.18584280772,160655.74359252708,192910.39876616182
Net Quantity Produced,Line 32,1019113,0.5,77854.0,77854.0,77854.0
Net Quantity Produced,Line 32,1019113,0.51,77893.20594857383,78116.25329311212,78792.19830866807
Net Quantity Produced,Line 32,1019113,0.52,77932.41189714769,78378.50658622422,79730.39661733614
Net Quantity Produced,Line 32,1019113,0.53,77971.61784572151,78640.75987933636,80668.59492600424
Net Quantity Produced,Line 32,1019113,0.54,78002.89570186025,78903.01317244847,81014.24693446088
Net Quantity Produced,Line 32,1019113,0.55,78023.60276808559,79165.26646556058,81063.62579281184
Net Quantity Produced,Line 32,1019113,0.56,78044.30983431089,79427.51975867272,81113.00465116279
Net Quantity Produced,Line 32,1019113,0.57,78065.01690053621,79689.77305178482,81639.71247357294
Net Quantity Produced,Line 32,1019113,0.58,78190.99395730508,79952.02634489693,83121.07822410148
Net Quantity Produced,Line 32,1019113,0.59,78334.51601249787,80214.27963800906,84602.44397463003
Net Quantity Produced,Line 32,1019113,0.6,78478.03806769066,80476.53293112117,86083.80972515856
Net Quantity Produced,Line 32,1019113,0.61,78602.13881842393,81335.15250595445,86873.87145877379
Net Quantity Produced,Line 32,1019113,0.62,78677.68630800834,82193.77208078776,87663.93319238903
Net Quantity Produced,Line 32,1019113,0.63,78753.23379759272,83052.39165562108,88453.99492600422
Net Quantity Produced,Line 32,1019113,0.64,78828.78128717713,83911.01123045436,92272.6266384778
Net Quantity Produced,Line 32,1019113,0.65,78861.77615632504,84769.63080528767,97605.54334038055
Net Quantity Produced,Line 32,1019113,0.66,78877.74997729837,85628.25038012098,102938.46004228332
Net Quantity Produced,Line 32,1019113,0.67,78893.7237982717,86486.86995495427,108139.69978858353
Net Quantity Produced,Line 32,1019113,0.68,78907.41564482028,87345.48952978758,113077.58562367868
Net Quantity Produced,Line 32,1019113,0.69,78907.41564482028,88204.10910462087,118015.47145877377
Net Quantity Produced,Line 32,1019113,0.7,78907.41564482028,89062.72867945417,122953.35729386892
Net Quantity Produced,Line 32,1019113,0.71,78907.41564482028,89921.34825428747,126755.52938689214
Net Quantity Produced,Line 32,1019113,0.72,78946.2524143763,90779.96782912077,130557.7014799154
Net Quantity Produced,Line 32,1019113,0.73,79014.21676109935,91638.58740395408,134359.87357293867
Net Quantity Produced,Line 32,1019113,0.74,79082.18110782241,92497.20697878738,138524.15729386892
Net Quantity Produced,Line 32,1019113,0.75,79150.14545454545,93355.82655362067,142869.49682875266
Net Quantity Produced,Line 32,1019113,0.76,79173.9053481153,94214.44612845397,147214.83636363636
Net Quantity Produced,Line 32,1019113,0.77,79197.66524168513,95073.06570328727,158654.2718816069
Net Quantity Produced,Line 32,1019113,0.78,79221.42513525496,95931.68527812058,184281.89936575072
Net Quantity Produced,Line 32,1019113,0.79,79287.26716590332,96790.30485295388,209909.52684989458
Net Quantity Produced,Line 32,1019113,0.8,79409.21871265638,97648.92442778718,235537.15433403806
Net Quantity Produced,Line 32,1019113,0.81,79531.17025940941,98010.91411147064,282496.4486257929
Net Quantity Produced,Line 32,1019113,0.82,79653.12180616247,98372.90379515412,329455.7429175472
Net Quantity Produced,Line 32,1019113,0.83,79830.23123317955,98734.8934788376,376415.03720930207
Net Quantity Produced,Line 32,1019113,0.84,80016.53364024062,99096.8831625211,392891.11627906974
Net Quantity Produced,Line 32,1019113,0.85,80202.83604730171,99458.87284620455,394125.58773784357
Net Quantity Produced,Line 32,1019113,0.86,80337.99891531239,99820.86252988804,395360.05919661734
Net Quantity Produced,Line 32,1019113,0.87,80345.312935697,100182.85221357152,398520.3061310783
Net Quantity Produced,Line 32,1019113,0.88,80352.62695608163,100544.84189725498,405532.10401691333
Net Quantity Produced,Line 32,1019113,0.89,80359.94097646626,100906.8315809385,412543.90190274845
Net Quantity Produced,Line 32,1019113,0.9,80364.99422379682,101268.82126462198,419555.6997885835
Net Quantity Produced,Line 32,1019113,0.91,80369.14316190575,101630.81094830543,435110.0401691333
Net Quantity Produced,Line 32,1019113,0.92,80373.29210001469,101992.80063198892,450664.38054968294
Net Quantity Produced,Line 32,1019113,0.93,80426.92397512989,102354.7903156724,466218.72093023267
Net Quantity Produced,Line 32,1019113,0.94,80777.45347228264,102716.77999935586,487731.443551797
Net Quantity Produced,Line 32,1019113,0.95,81127.98296943541,103078.76968303934,512223.3572938689
Net Quantity Produced,Line 32,1019113,0.96,81478.51246658819,103440.75936672284,536715.2710359405
Net Quantity Produced,Line 32,1019113,0.97,86021.32528301884,103802.74905040632,556993.5221987313
Net Quantity Produced,Line 32,1019113,0.98,93708.35058890787,104164.7387340898,568844.4482029598
Net Quantity Produced,Line 32,1019113,0.99,101395.37589479699,104526.72841777328,580695.3742071881
Net Quantity Produced,Line 32,1019113,1.0,109082.4012006861,104888.71810145675,592546.3002114164
Net Quantity Produced,Line 32,1019888 A,0.5,77552.0,77552.0,77552.0
Net Quantity Produced,Line 32,1019888 A,0.51,77560.8428797223,77855.01980023971,78225.18588235295
Net Quantity Produced,Line 32,1019888 A,0.52,77569.68575944459,78158.03960047942,78898.3717647059
Net Quantity Produced,Line 32,1019888 A,0.53,77578.52863916689,78461.05940071914,79571.55764705883
Net Quantity Produced,Line 32,1019888 A,0.54,77587.37151888921,78764.07920095885,80244.74352941177
Net Quantity Produced,Line 32,1019888 A,0.55,77596.2143986115,79067.09900119856,80917.92941176472
Net Quantity Produced,Line 32,1019888 A,0.56,77605.0572783338,79370.11880143828,81591.11529411764
Net Quantity Produced,Line 32,1019888 A,0.57,77613.90015805609,79673.13860167797,82264.30117647057
Net Quantity Produced,Line 32,1019888 A,0.58,77646.22981043691,79976.1584019177,82442.66666666667
Net Quantity Produced,Line 32,1019888 A,0.59,77682.4739249275,80279.1782021574,82538.56209150326
Net Quantity Produced,Line 32,1019888 A,0.6,77718.71803941808,80582.19800239711,82634.45751633987
Net Quantity Produced,Line 32,1019888 A,0.61,77754.96215390867,80885.21780263682,82730.35294117646
Net Quantity Produced,Line 32,1019888 A,0.62,77791.20626839923,81188.23760287653,82826.24836601308
Net Quantity Produced,Line 32,1019888 A,0.63,77827.45038288982,81491.25740311627,82922.14379084967
Net Quantity Produced,Line 32,1019888 A,0.64,77863.69449738039,81794.27720335597,83018.03921568628
Net Quantity Produced,Line 32,1019888 A,0.65,77899.93861187098,82097.29700359568,83113.93464052289
Net Quantity Produced,Line 32,1019888 A,0.66,77936.18272636156,82400.31680383539,83209.83006535948
Net Quantity Produced,Line 32,1019888 A,0.67,77972.42684085215,82641.52358940443,83305.72549019607
Net Quantity Produced,Line 32,1019888 A,0.68,78008.67095534272,82759.10434563215,83401.62091503269
Net Quantity Produced,Line 32,1019888 A,0.69,78044.91506983328,82876.68510185985,83497.51633986927
Net Quantity Produced,Line 32,1019888 A,0.7,78081.15918432387,82994.26585808756,83593.41176470589
Net Quantity Produced,Line 32,1019888 A,0.71,78117.40329881445,83111.84661431529,83689.3071895425
Net Quantity Produced,Line 32,1019888 A,0.72,78147.09078851646,83229.42737054298,84074.53281045753
Net Quantity Produced,Line 32,1019888 A,0.73,78171.86080962705,83347.00812677068,84676.75607843137
Net Quantity Produced,Line 32,1019888 A,0.74,78196.63083073763,83464.5888829984,85278.97934640523
Net Quantity Produced,Line 32,1019888 A,0.75,78221.40085184822,83582.16963922612,85881.20261437909
Net Quantity Produced,Line 32,1019888 A,0.76,78246.17087295878,83699.75039545383,86483.42588235295
Net Quantity Produced,Line 32,1019888 A,0.77,78270.94089406938,83817.33115168154,87085.6491503268
Net Quantity Produced,Line 32,1019888 A,0.78,78295.71091517995,83934.91190790923,87687.87241830064
Net Quantity Produced,Line 32,1019888 A,0.79,78320.48093629054,84052.49266413695,88290.09568627452
Net Quantity Produced,Line 32,1019888 A,0.8,78345.25095740112,84170.07342036466,88892.31895424837
Net Quantity Produced,Line 32,1019888 A,0.81,78370.0209785117,84287.65417659238,89494.54222222223
Net Quantity Produced,Line 32,1019888 A,0.82,78394.79099962229,84405.2349328201,90096.76549019606
Net Quantity Produced,Line 32,1019888 A,0.83,78419.56102073287,84522.81568904781,90698.98875816993
Net Quantity Produced,Line 32,1019888 A,0.84,78444.33104184346,84640.3964452755,91301.2120261438
Net Quantity Produced,Line 32,1019888 A,0.85,78469.10106295404,84757.9772015032,91903.43529411765
Net Quantity Produced,Line 32,1019888 A,0.86,78491.6035251872,84875.55795773093,92337.9785620915
Net Quantity Produced,Line 32,1019888 A,0.87,78508.43709022678,84993.13871395863,92353.32183006537
Net Quantity Produced,Line 32,1019888 A,0.88,78525.27065526637,85110.71947018635,92368.66509803922
Net Quantity Produced,Line 32,1019888 A,0.89,78542.10422030596,85228.30022641407,92384.00836601308
Net Quantity Produced,Line 32,1019888 A,0.9,78558.93778534554,85345.88098264177,92399.35163398694
Net Quantity Produced,Line 32,1019888 A,0.91,78575.77135038513,85463.46173886948,92414.69490196079
Net Quantity Produced,Line 32,1019888 A,0.92,78592.60491542472,85581.04249509721,92430.03816993463
Net Quantity Produced,Line 32,1019888 A,0.93,78609.4384804643,85698.6232513249,92445.38143790851
Net Quantity Produced,Line 32,1019888 A,0.94,78626.2720455039,85816.20400755262,92460.72470588236
Net Quantity Produced,Line 32,1019888 A,0.95,78643.10561054347,85933.78476378032,92476.06797385622
Net Quantity Produced,Line 32,1019888 A,0.96,78659.93917558307,86051.36552000804,92491.41124183006
Net Quantity Produced,Line 32,1019888 A,0.97,78676.77274062265,86168.94627623574,92506.75450980393
Net Quantity Produced,Line 32,1019888 A,0.98,78693.60630566222,86286.52703246345,92522.09777777779
Net Quantity Produced,Line 32,1019888 A,0.99,78710.43987070183,86404.10778869117,92537.44104575164
Net Quantity Produced,Line 32,1019888 A,1.0,78727.2734357414,86521.68854491888,92552.78431372548
Net Quantity Produced,Line 32,1020057,0.5,3747164.0,3747164.0,3747164.0
Net Quantity Produced,Line 32,1020057,0.51,3750008.4764742367,3763688.587851726,3761886.2832134664
Net Quantity Produced,Line 32,1020057,0.52,3751333.9991970626,3776459.4193637976,3770029.7706766785
Net Quantity Produced,Line 32,1020057,0.53,3753031.578926299,3786495.6060259487,3786046.7957424466
Net Quantity Produced,Line 32,1020057,0.54,3755894.361756081,3787382.532924657,3795112.6118962443
Net Quantity Produced,Line 32,1020057,0.55,3758160.826332005,3794461.585561767,3806888.2476795157
Net Quantity Produced,Line 32,1020057,0.56,3759049.3649021843,3802569.916850183,3829418.740021659
Net Quantity Produced,Line 32,1020057,0.57,3761137.473542764,3815035.3563149176,3841622.7233056175
Net Quantity Produced,Line 32,1020057,0.58,3764995.828881241,3818242.863974403,3849912.4336100207
Net Quantity Produced,Line 32,1020057,0.59,3767578.77649834,3843216.4963404136,3866660.572881739
Net Quantity Produced,Line 32,1020057,0.6,3768704.331123043,3851371.7971178778,3871305.9600672466
Net Quantity Produced,Line 32,1020057,0.61,3770056.848605131,3854935.318649861,3887232.105375025
Net Quantity Produced,Line 32,1020057,0.62,3771802.9065139275,3866646.941624329,3893576.823571614
Net Quantity Produced,Line 32,1020057,0.63,3773029.0307486914,3877977.1897625453,3914914.1104745357
Net Quantity Produced,Line 32,1020057,0.64,3773376.8008936225,3881565.438314979,3940616.8706720886
Net Quantity Produced,Line 32,1020057,0.65,3775760.2403801847,3887843.038652026,3973155.7929117144
Net Quantity Produced,Line 32,1020057,0.66,3776850.7662503375,3907409.628538615,3988036.7789805415
Net Quantity Produced,Line 32,1020057,0.67,3778310.17691245,3909611.4313663873,4018878.550560832
Net Quantity Produced,Line 32,1020057,0.68,3778526.796949497,3916856.989503018,4034625.62576594
Net Quantity Produced,Line 32,1020057,0.69,3779210.506923116,3920943.6384138265,4043556.4669894087
Net Quantity Produced,Line 32,1020057,0.7,3780214.900198376,3931770.998639895,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.71,3780635.950994163,3943806.283535773,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.72,3781473.431446117,3952339.346610225,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.73,3782197.7394254724,3966415.747991439,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.74,3782553.658476902,3979126.7717503547,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.75,3783291.469169421,4000668.715606234,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.76,3785782.1152979066,4016050.9176986483,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.77,3785940.0587109327,4037986.732097822,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.78,3787699.153778652,4044809.008449454,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.79,3788272.761426392,4049654.3723635636,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.8,3788272.761426392,4056148.591462579,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.81,3788272.761426392,4062238.9046629737,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.82,3788272.761426392,4079517.2058864264,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.83,3790763.4075548775,4093307.7066495656,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.84,3790763.4075548775,4100910.0292778146,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.85,3800825.3793844017,4111685.494045995,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.86,3804777.439239512,4126113.683421328,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.87,3816798.0429830793,4129798.080993539,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.88,3819216.9374553813,4136648.988077521,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.89,3828123.0994821596,4171171.2959524426,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.9,3831338.632859405,4193866.719119736,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.91,3960677.871824691,4226881.373384494,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.92,3978094.142887655,4255252.557510825,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.93,3996926.07679442,4278211.30814629,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.94,4001223.005411899,4294298.731575187,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.95,4001223.005411899,4315430.601809269,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.96,4004024.9823064455,4326121.058003245,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.97,4004024.9823064455,4384847.829020325,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.98,4006826.959200992,4421830.431844268,4049247.9098849692
Net Quantity Produced,Line 32,1020057,0.99,4111248.10222398,4476672.620610643,4049247.9098849692
Net Quantity Produced,Line 32,1020057,1.0,5662942.776345899,4501582.546598237,4049247.9098849692
Net Quantity Produced,Line 32,1020188 A,0.5,3424712.0,3424712.0000000005,3424712.0
Net Quantity Produced,Line 32,1020188 A,0.51,3425081.8165742895,3431366.149979262,3426400.733830349
Net Quantity Produced,Line 32,1020188 A,0.52,3425731.1016214825,3458714.7683962137,3430743.192251248
Net Quantity Produced,Line 32,1020188 A,0.53,3425731.1016214825,3470848.881952198,3437940.4150044024
Net Quantity Produced,Line 32,1020188 A,0.54,3425731.1016214825,3479926.4306370136,3454506.089721163
Net Quantity Produced,Line 32,1020188 A,0.55,3425747.8433793155,3495199.6794061535,3466930.345758732
Net Quantity Produced,Line 32,1020188 A,0.56,3425974.6888085813,3499839.4654668896,3481244.3753683595
Net Quantity Produced,Line 32,1020188 A,0.57,3426887.150011777,3503211.109289748,3494151.126786029
Net Quantity Produced,Line 32,1020188 A,0.58,3427558.2875937917,3506426.3274494056,3501428.765435867
Net Quantity Produced,Line 32,1020188 A,0.59,3428079.8266873844,3511095.5955314115,3520447.1250014673
Net Quantity Produced,Line 32,1020188 A,0.6,3428197.4307083227,3515777.7257703734,3525231.8708541235
